"id","business_name","status","address_id","version","created_date","modified_date","created_by","modified_by","reference","blocked","image_id","online_ordering_allowed","delivery_allowed","promo_code","message","timezone","delivery_type","doordash_allowed","pickup_instructions","announcement","business_name_without_spaces","menu_categories","delivery_only","money_flow","fee_categories","type","fulfillment_options","restaurant_categories","website_url","position","location_position","group_id","nash_allowed","tax_rates","lead_gen_one","lead_gen_two","delivery_order_time_windows","enable_menu_search","shipday_enabled"
41,"Dining by Kelly","PENDING","65",13,"2021-08-18 20:28:16.961+00","2024-03-22 09:51:41.701+00","peter@familymeal.com",NULL,"336d1312-6676-4f92-8205-efc2d1ede34d",True,NULL,False,True,"2ad96c463c11a268a6b4d688bd2c5ae3",NULL,"America/New_York","OWN_DELIVERY",False,NULL,NULL,"DiningbyKelly",NULL,False,"DIRECT",NULL,"ORDERING","[ ""PICKUP"" ]","[ ""EVENT"", ""HOLIDAY"", ""MEAL_PREP"", ""WHOLESALE"", ""EXCLUSIVES"", ""OFFICE"", ""POP_UP"", ""PRIVATE_CHEF"", ""SUBSCRIPTIONS"" ]",NULL,NULL,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
42,"5ive Spice LES","ACCEPTED","66",28,"2021-08-20 17:44:12.579+00","2024-03-22 09:51:41.703+00","peter@familymeal.com",NULL,"362ac33f-e9a1-4112-b309-5481393d6f5e",True,"394",True,True,"d4d79a509fca8739c31ae98a57f211f9",NULL,"America/New_York","NASH_DELIVERY",True,"pickup inside","Order by 4:00pm for same day pickup/delivery. M - F.","5iveSpiceLES","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Specials""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : ""-""
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Classics""
} ]",False,"DIRECT",NULL,"ORDERING","[ ""PICKUP"", ""DELIVERY"" ]","[ ""EVENT"", ""HOLIDAY"", ""MEAL_PREP"", ""WHOLESALE"", ""EXCLUSIVES"", ""OFFICE"", ""POP_UP"", ""PRIVATE_CHEF"", ""SUBSCRIPTIONS"" ]",NULL,NULL,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 8.875,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
43,"Chef Sean Patrick Gallagher","PENDING","67",10,"2021-08-23 18:43:30.607+00","2024-03-22 09:51:41.698+00","peter@familymeal.com",NULL,"62a5e075-6d76-4ebf-b8e5-06ef60147c03",True,NULL,False,True,"aea9876645d6dd277323a6ee7c6e60",NULL,"America/New_York","OWN_DELIVERY",False,NULL,NULL,"ChefSeanPatrickGallagher",NULL,False,"DIRECT",NULL,"ORDERING","[ ""PICKUP"" ]","[ ""EVENT"", ""HOLIDAY"", ""MEAL_PREP"", ""WHOLESALE"", ""EXCLUSIVES"", ""OFFICE"", ""POP_UP"", ""PRIVATE_CHEF"", ""SUBSCRIPTIONS"" ]",NULL,NULL,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
44,"Servis Events","ACCEPTED","73",13,"2021-10-05 20:27:40.186+00","2024-03-22 09:51:41.702+00","peter@familymeal.com",NULL,"ed1eb2ba-2905-4026-843d-014747002cbb",True,"1073",True,True,"8febe6b35681ccf35fb5f569852d6f",NULL,"America/New_York","OWN_DELIVERY",False,NULL,NULL,"ServisEvents",NULL,False,"DIRECT",NULL,"ORDERING","[ ""PICKUP"" ]","[ ""EVENT"", ""HOLIDAY"", ""MEAL_PREP"", ""WHOLESALE"", ""EXCLUSIVES"", ""OFFICE"", ""POP_UP"", ""PRIVATE_CHEF"", ""SUBSCRIPTIONS"" ]",NULL,NULL,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
46,"The Speakeatery","ACCEPTED","75",33,"2021-10-06 19:43:50.079+00","2025-11-19 19:23:26.299+00","peter@familymeal.com","thespeakeatery@gmail.com","a964a352-2e98-440e-8cd3-8af7a72ab39b",False,"453",True,True,"b6d87721bab3988f26d4a5edc31e33",NULL,"America/New_York","OWN_DELIVERY",True,NULL,"SOLD OUT","thespeakeatery","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Pop-Ups""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : """"
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : """"
} ]",False,"DIRECT",NULL,"ORDERING","[ ""PICKUP"" ]","[ ""EVENT"", ""POP_UP"", ""EXCLUSIVES"" ]",NULL,NULL,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 6.625,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
47,"Almost Home – Lincroft","ACCEPTED","79",175,"2021-10-13 12:39:07.616+00","2025-12-19 04:39:39.708+00","peter@familymeal.com","sales@almosthomecoffee.com","8966f05b-790f-4737-8930-49d4ba276bdd",False,"451",True,True,"9de63e36ee24108caeff7d78b17d2712",NULL,"America/New_York","OWN_DELIVERY",True,"NA ","48hr notice required, Pickup & Delivery available, Delivery up to 45 miles ","almosthomecateringlincroft","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Catering Menu""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : ""Catering""
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Catering""
} ]",NULL,"DIRECT",NULL,"ORDERING","[ ""PICKUP"" ]","[ ""POP_UP"", ""EXCLUSIVES"", ""HOLIDAY"", ""EVENT"", ""OFFICE"" ]",NULL,9,0,"21",True,"{
  ""stateSalesTax"" : {
    ""percent"" : 6.625,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",0,0,"exact",False,False
48,"Flavor Boom!","PENDING","80",10,"2021-10-14 19:45:53.098+00","2024-03-22 09:51:41.704+00","peter@familymeal.com",NULL,"f2bd857c-3b34-4271-a406-9928780fb10f",True,NULL,False,True,"4ad854dda6b5ca8aa9b97b0e2424194",NULL,"America/New_York","OWN_DELIVERY",False,NULL,NULL,"FlavorBoom!",NULL,NULL,"DIRECT",NULL,"ORDERING","[ ""PICKUP"" ]","[ ""EVENT"", ""HOLIDAY"", ""MEAL_PREP"", ""WHOLESALE"", ""EXCLUSIVES"", ""OFFICE"", ""POP_UP"", ""PRIVATE_CHEF"", ""SUBSCRIPTIONS"" ]",NULL,NULL,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
52,"Mission Church of Christ","PENDING","127",9,"2021-10-19 16:26:28.894+00","2024-03-22 09:51:41.698+00","matthew@familymeal.com",NULL,"852bd112-9eb0-4264-a435-db5a684c174f",True,NULL,False,True,"19152c5c57087bfa8f15a6a39abdc57",NULL,"America/New_York","OWN_DELIVERY",False,NULL,NULL,"MissionChurchofChrist",NULL,NULL,"DIRECT",NULL,"ORDERING","[ ""PICKUP"" ]","[ ""EVENT"", ""HOLIDAY"", ""MEAL_PREP"", ""WHOLESALE"", ""EXCLUSIVES"", ""OFFICE"", ""POP_UP"", ""PRIVATE_CHEF"", ""SUBSCRIPTIONS"" ]",NULL,NULL,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
53,"2nd Jetty Seafood","ACCEPTED","145",101,"2021-10-22 13:40:11.817+00","2025-12-27 01:43:38.99+00","peter@familymeal.com","peter@familymeal.com","cc716341-75f4-46f8-b958-1c2426720d33",True,"676",True,True,"6369ed526db13394749982b219cca7f2",NULL,"America/New_York","OWN_DELIVERY",False,NULL,"Stay tuned!","2ndJettySeafood","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Catering Menu""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : """"
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : """"
} ]",NULL,"DIRECT","[ {
  ""feeType"" : ""SERVICE_CHARGE"",
  ""displayFeeCategoriesName"" : ""CC Processing""
} ]","ORDERING","[ ""PICKUP"" ]","[ ""EXCLUSIVES"", ""HOLIDAY"", ""EVENT"" ]",NULL,16,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 6.625,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""PICKUP"", ""DELIVERY"" ]
  }
}",0,0,"exact",False,False
54,"Juice Haven ","PENDING","152",11,"2021-10-24 13:34:24.84+00","2024-03-22 09:51:41.702+00","matthew@familymeal.com",NULL,"3d0f708a-fa10-43be-bccc-f2c2f7987966",True,NULL,False,True,"4ba4175b35159b4567436929e95d2280","Hi! I’d like to learn more! Stop by my juice bar in Fairwinds ! ","America/New_York","OWN_DELIVERY",False,NULL,NULL,"JuiceHaven",NULL,NULL,"DIRECT",NULL,"ORDERING","[ ""PICKUP"" ]","[ ""EVENT"", ""HOLIDAY"", ""MEAL_PREP"", ""WHOLESALE"", ""EXCLUSIVES"", ""OFFICE"", ""POP_UP"", ""PRIVATE_CHEF"", ""SUBSCRIPTIONS"" ]",NULL,NULL,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
55,"Storico Fresco","PENDING","166",19,"2021-10-27 16:01:18.353+00","2024-03-22 09:51:41.68+00","matthew@familymeal.com",NULL,"eb2480de-9dfb-49a1-b2af-34adbeda7367",True,"496",False,True,"ea2fba6812ff8773ea0763c41ae6ed1",NULL,"America/New_York","OWN_DELIVERY",True,NULL,NULL,"StoricoFresco",NULL,NULL,"DIRECT",NULL,"ORDERING","[ ""PICKUP"" ]","[ ""EVENT"", ""HOLIDAY"", ""MEAL_PREP"", ""WHOLESALE"", ""EXCLUSIVES"", ""OFFICE"", ""POP_UP"", ""PRIVATE_CHEF"", ""SUBSCRIPTIONS"" ]",NULL,NULL,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 4,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 3,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 1.9,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
56,"Nettie's","ACCEPTED","167",17,"2021-10-27 16:23:23.386+00","2024-03-22 09:51:41.755+00","matthew@familymeal.com",NULL,"d7300e6a-2d0e-4f62-8e45-af8a6dbc9bea",True,NULL,False,True,"fc861a519936c83f36e37e9420a4c223",NULL,"America/New_York","OWN_DELIVERY",True,NULL,NULL,"Nettie's","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Meal Packages""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : ""Subscriptions""
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Classics""
} ]",NULL,"DIRECT",NULL,"ORDERING","[ ""PICKUP"" ]","[ ""EVENT"", ""HOLIDAY"", ""MEAL_PREP"", ""WHOLESALE"", ""EXCLUSIVES"", ""OFFICE"", ""POP_UP"", ""PRIVATE_CHEF"", ""SUBSCRIPTIONS"" ]",NULL,NULL,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 6.625,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
58,"Little Silver Fish Company","PENDING","372",8,"2021-12-03 17:06:59.771+00","2024-03-22 09:51:41.699+00","peter@familymeal.com",NULL,"082e7cee-35d6-4639-8bad-1d7f1ab1a7d7",True,NULL,False,True,"e1564c9249483280ad945929b5ab846",NULL,"America/New_York","OWN_DELIVERY",False,NULL,NULL,"LittleSilverFishCompany",NULL,NULL,"DIRECT",NULL,"ORDERING","[ ""PICKUP"" ]","[ ""EVENT"", ""HOLIDAY"", ""MEAL_PREP"", ""WHOLESALE"", ""EXCLUSIVES"", ""OFFICE"", ""POP_UP"", ""PRIVATE_CHEF"", ""SUBSCRIPTIONS"" ]",NULL,NULL,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
59,"Cookman Creamery","ACCEPTED","404",19,"2021-12-13 16:04:37.436+00","2024-03-22 09:51:41.704+00","peter@familymeal.com",NULL,"59da89e9-6b87-4a6f-9297-66fe38f1faf7",False,"854",True,True,"4d31759a52edf89424f75aeef5f42fd",NULL,"America/New_York","OWN_DELIVERY",False,NULL,NULL,"CookmanCreamery","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Ice Cream Parties""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : """"
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Classics""
} ]",NULL,"DIRECT",NULL,"ORDERING","[ ""PICKUP"" ]","[ ""HOLIDAY"", ""EVENT"", ""EXCLUSIVES"" ]",NULL,NULL,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 6.625,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
60,"Purple Glaze","ACCEPTED","409",15,"2021-12-14 14:47:20.894+00","2024-03-22 09:51:41.701+00","peter@familymeal.com",NULL,"56ef7405-c620-45c0-9a31-da957f5f4142",True,NULL,False,True,"82e87c98442f4117a7377d6fb25ae41",NULL,"America/New_York","OWN_DELIVERY",False,NULL,NULL,"PurpleGlaze","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Specialty Platters""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : ""Subscriptions""
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Classics""
} ]",NULL,"DIRECT",NULL,"ORDERING","[ ""PICKUP"" ]","[ ""EVENT"", ""HOLIDAY"", ""MEAL_PREP"", ""WHOLESALE"", ""EXCLUSIVES"", ""OFFICE"", ""POP_UP"", ""PRIVATE_CHEF"", ""SUBSCRIPTIONS"" ]",NULL,NULL,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 6.625,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
61,"Johns Cracker Barrel","ACCEPTED","514",28,"2022-01-05 22:44:15.105+00","2024-03-22 09:51:41.703+00","peter@familymeal.com",NULL,"f630672f-5e31-4a44-83a4-0271db1733aa",False,"895",True,True,"b68171871c911ad2f3e6eb198d1598",NULL,"America/New_York","OWN_DELIVERY",False,NULL,"","JohnsCrackerBarrel","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Catering""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : """"
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Classics""
} ]",NULL,"DIRECT",NULL,"ORDERING","[ ""PICKUP"" ]","[ ""EVENT"", ""HOLIDAY"", ""EXCLUSIVES"", ""OFFICE"" ]",NULL,NULL,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 6.625,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
62,"Shadeesha’sSweets Navy Bean Cookies","PENDING","515",5,"2022-01-12 19:27:37.989+00","2024-03-22 09:51:41.69+00","matthew@familymeal.com",NULL,"252e5e68-0dff-420a-8dab-4d538c5c14fe",True,NULL,False,True,NULL,"","America/New_York","OWN_DELIVERY",False,NULL,NULL,"Shadeesha’sSweetsNavyBeanCookies",NULL,NULL,"DIRECT",NULL,"ORDERING","[ ""PICKUP"" ]","[ ""EVENT"", ""HOLIDAY"", ""MEAL_PREP"", ""WHOLESALE"", ""EXCLUSIVES"", ""OFFICE"", ""POP_UP"", ""PRIVATE_CHEF"", ""SUBSCRIPTIONS"" ]",NULL,NULL,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
63,"Sip & Savor BX","ACCEPTED","520",13,"2022-01-18 20:36:41.446+00","2024-03-22 09:51:41.7+00","matthew@familymeal.com",NULL,"fc7857d0-73bb-4952-9931-0c4ff8ea9f59",True,"955",False,True,"d07785e69d38f47e079d98a98bc9e1a","Good Day, 
We are interested in becoming a vendor on your site. ","America/New_York","OWN_DELIVERY",True,NULL,NULL,"Sip&SavorBX",NULL,NULL,"DIRECT",NULL,"ORDERING","[ ""PICKUP"" ]","[ ""EVENT"", ""HOLIDAY"", ""MEAL_PREP"", ""WHOLESALE"", ""EXCLUSIVES"", ""OFFICE"", ""POP_UP"", ""PRIVATE_CHEF"", ""SUBSCRIPTIONS"" ]",NULL,NULL,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
64,"Spoon and Seed","PENDING","522",30,"2022-01-20 17:03:23.655+00","2024-04-16 15:20:51.829+00","peter@familymeal.com","spoonandseed@gmail.com","3c78c5aa-a983-4ecf-8f48-40b796f746c9",True,"981",False,True,"ceaea770e6468b241f72391e9d5cb67",NULL,"America/New_York","OWN_DELIVERY",False,NULL,"Remember to choose your pick up time !","SpoonandSeed","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Take & Bake""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : """"
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Brunch on the Run""
} ]",NULL,"DIRECT",NULL,"ORDERING","[ ""PICKUP"" ]","[ ""EVENT"", ""HOLIDAY"", ""MEAL_PREP"", ""WHOLESALE"", ""EXCLUSIVES"", ""OFFICE"", ""POP_UP"", ""PRIVATE_CHEF"", ""SUBSCRIPTIONS"" ]",NULL,NULL,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 6.625,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
66,"The Harrison","PENDING","526",12,"2022-01-21 15:39:09.522+00","2024-03-22 09:51:41.7+00","matthew@familymeal.com",NULL,"ca2c4956-33f5-4255-9d48-cfa2da2bb5e0",True,"1002",False,True,"65e433e95591484eda89351e3c54c8",NULL,"America/New_York","OWN_DELIVERY",False,NULL,NULL,"TheHarrison",NULL,NULL,"DIRECT",NULL,"ORDERING","[ ""PICKUP"" ]","[ ""EVENT"", ""HOLIDAY"", ""MEAL_PREP"", ""WHOLESALE"", ""EXCLUSIVES"", ""OFFICE"", ""POP_UP"", ""PRIVATE_CHEF"", ""SUBSCRIPTIONS"" ]",NULL,NULL,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
69,"Pancho LS","ACCEPTED","533",16,"2022-01-22 17:53:54.128+00","2024-03-22 09:51:41.7+00","peter@familymeal.com",NULL,"c4d87805-18f1-4dd8-ab13-8e666b2df290",False,"1014",True,True,"58dea74dd35baa7d335b614516addb76",NULL,"America/New_York","OWN_DELIVERY",False,"NA","Super Bowl Specials Now Available!","PanchoLS","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Catering""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : """"
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Classics""
} ]",NULL,"DIRECT",NULL,"ORDERING","[ ""PICKUP"" ]","[ ""EVENT"", ""HOLIDAY"", ""EXCLUSIVES"", ""OFFICE"" ]",NULL,NULL,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 6.625,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
71,"Sweet Carolina Pies","ACCEPTED","538",22,"2022-01-25 16:43:30.187+00","2024-03-22 09:51:41.703+00","peter@familymeal.com",NULL,"1700581a-9246-4a04-8a94-1739ec390726",True,"1149",True,True,"a45c3fbd3948976166c33fbe108663",NULL,"America/New_York","NASH_DELIVERY",True,"Kitchen 1 - ring the bell and I will come out","Local delivery only - 3 mile radius.  Email sweetcarolinapies@gmail.com for all other orders.","SweetCarolinaPies","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Deliciousness""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : """"
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : """"
} ]",NULL,"DIRECT",NULL,"ORDERING","[ ""PICKUP"", ""DELIVERY"" ]","[ ""EVENT"", ""HOLIDAY"", ""MEAL_PREP"", ""WHOLESALE"", ""EXCLUSIVES"", ""OFFICE"", ""POP_UP"", ""PRIVATE_CHEF"", ""SUBSCRIPTIONS"" ]",NULL,NULL,NULL,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 8.875,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : 0,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
